speaker,text,start_time,end_time,cleaned_text,is_question,is_exclamation,contains_negation,contains_reference,contains_agreement,contains_disagreement,contains_emotion_words,contains_personal_attack,contains_group_identity,contains_emphasis,contains_conditional,sentence_length
WALLACE,"What do you believe about the science of climate change, sir?",,,"what do you believe about the science of climate change, sir?",True,False,False,True,False,False,False,False,False,False,False,11
TRUMP,"I believe that we have to do everything we can to have immaculate air, immaculate water, and do whatever else we can that’s good. You know, we’re planting a billion trees–the Billion Tree Project–and it’s very exciting for a lot of people.",,,"i believe that we have to do everything we can to have immaculate air, immaculate water, and do whatever else we can that s good. , we re planting a billion trees the billion tree project and it s very exciting for a lot of people.",False,False,False,False,False,False,False,False,True,True,False,46
WALLACE,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet?",,,"you believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet?",True,False,False,True,False,False,False,False,False,False,False,17
TRUMP,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes. But I also think we have to do better management of our forests. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. You know, in Europe, they live their forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.”",,,"i think a lot of things do, but i think to an extent, yes. i think to an extent, yes. but i also think we have to do better management of our forests. every year i get the call. california s burning, california s burning. if that was cleaned, if that were, if you had forest management, good forest management, you wouldn t be getting those calls. , in europe, they live their forest cities. they call forest cities. they maintain their forest. they manage their forest. i was with the head of a major country, it s a forest city. he said, sir, we have trees that are far more, they ignite much easier than california. there shouldn t be that problem. i spoke with the governor about it. i m getting along very well with the governor. but i said, at some point you can t every year have hundreds of thousands of acres of land just burned to the ground.",False,False,False,True,False,False,False,False,True,True,True,163
WALLACE,But sir. . .,,,but sir. . .,False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,That’s burning down because of a lack of management.,,,that s burning down because of a lack of management.,False,False,False,False,False,False,False,False,False,False,False,10
WALLACE,"But sir, if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions in power plants? Why have you relaxed…?",,,"but sir, if you believe in the science of climate change, why have you rolled back the obama clean power plan which limited carbon emissions in power plants? why have you relaxed ?",True,False,False,True,False,False,False,False,False,False,True,33
TRUMP,Because it was driving energy prices through the sky.,,,because it was driving energy prices through the sky.,False,False,False,False,False,False,False,False,False,False,False,9
WALLACE,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,,,why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,True,False,False,True,False,False,False,False,False,False,False,18
TRUMP,"Well, not really because what’s happening is the car is much less expensive, and it’s a much safer car, and you’re talking about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500.",,,"well, not really because what s happening is the car is much less expensive, and it s a much safer car, and you re talking about a tiny difference. and then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. we have the old slugs out there that are 10, 12 years old. if you did that, the car would be safer. it would be much cheaper by $3,500.",False,False,True,True,False,True,False,False,True,True,True,83
WALLACE,But in the case of California they have simply ignored your rollback.,,,but in the case of california they have simply ignored your rollback.,False,False,False,True,False,False,False,False,True,False,False,12
TRUMP,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, so, and by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline.",,,"no, but you would take a lot of cars off the market because people would be able to afford a car. now, so, and by the way, we re going to see how that turns out. but a lot of people agree with me, many people. the car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline.",False,False,False,True,True,False,False,False,True,False,False,67
WALLACE,OK. . .,,,ok. . .,False,False,False,False,False,False,False,False,False,False,False,3
TRUMP,And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy.,,,and i m okay with electric cars too. i think i m all for electric cars. i ve given big incentives for electric cars but what they ve done in california is just crazy.,False,False,False,True,False,False,False,False,True,False,False,34
WALLACE,"All right, Vice President Biden. I’d like you to respond to the president’s climate change record, but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035, and zero net emission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs.",,,"all right, vice president biden. i d you to respond to the president s climate change record, but i also want to ask you about a concern. you propose $2 trillion in green jobs. you talk about new limits, not abolishing, but new limits on fracking. ending the use of fossil fuels to generate electricity by 2035, and zero net emission of greenhouse gases by 2050. the president says a lot of these things would tank the economy and cost millions of jobs.",False,False,True,True,False,True,False,False,False,False,False,83
BIDEN,"He’s absolutely wrong, number one. Number two, if in fact, when, during our Administration in the Recovery Act, I was able, was in charge, able to bring down the cost of renewable energy to cheaper than or as cheap as coal and gas and oil. Nobody’s gonna build another, uh, coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy, number one,",,,"he s absolutely wrong, number one. number two, if in fact, when, during our administration in the recovery act, i was able, was in charge, able to bring down the cost of renewable energy to cheaper than or as cheap as coal and gas and oil. nobody s gonna build another, , coal fired plant in america. no one s going to build another oil fire plant in america. they re going to move to renewable energy, number one,",False,False,True,True,True,True,False,False,True,True,True,79
WALLACE,"What about, what about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line.",,,"what about, what about the argument that president trump says, that you have to balance environmental interests and economic interests? and he s drawn his line.",False,False,False,True,False,False,False,False,False,False,False,26
BIDEN,"Well, he hadn’t drawn a line. He still, for example, makes sure that we, he wants to make sure that methane’s not a problem. We can, you, you can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, well the fact is. . .",,,"well, he hadn t drawn a line. he still, for example, makes sure that we, he wants to make sure that methane s not a problem. we can, you, you can now emit more methane without it being a problem. methane. this is a guy who says that you don t have to have mileage standards for automobiles that exist now. this is the guy who says that, well the fact is. . .",False,False,True,True,False,True,False,False,True,False,False,74
TRUMP,Not true. Not true.,,,not true. not true.,False,False,True,False,False,True,False,False,False,False,False,4
BIDEN,It’s all true. And here’s the deal. . .,,,it s all true. and here s the deal. . .,False,False,False,False,False,False,False,False,False,False,False,11
TRUMP,"He’s talking about the Green New Deal. And it’s not 2 billion or 20 billion, as you said. It’s 100 trillion dollars.",,,"he s talking about the green new deal. and it s not 2 billion or 20 billion, as you said. it s 100 trillion dollars.",False,False,True,True,False,True,False,False,False,False,False,25
BIDEN,I’m. . . I’m. . . .I’m talking about the Biden plan. . .,,,i m. . . i m. . . .i m talking about the biden plan. . .,False,False,False,False,False,False,False,False,False,False,False,17
TRUMP,Where they want to rip down buildings. . .,,,where they want to rip down buildings. . .,False,False,False,True,False,False,False,False,True,False,False,9
WALLACE,"[to Biden] Let him go for a minute, and then you can go.",,,"[to biden] let him go for a minute, and then you can go.",False,False,False,True,False,False,False,False,False,False,False,13
TRUMP,And rebuild the building.,,,and rebuild the building.,False,False,False,False,False,False,False,False,False,False,False,4
BIDEN,No.,,,no.,False,False,False,False,False,False,False,False,False,False,False,1
TRUMP,It’s the dumbest-,,,it s the dumbest-,False,False,False,False,False,False,False,False,False,False,False,4
BIDEN,"That is not, that is not. . .",,,"that is not, that is not. . .",False,False,False,False,False,False,False,False,False,False,False,8
TRUMP,… most ridiculous. . . Where airplanes are out of business. Where two car systems are out. . .,,,most ridiculous. . . where airplanes are out of business. where two car systems are out. . .,False,False,False,False,False,False,False,False,False,False,False,18
BIDEN,Not true. . .,,,not true. . .,False,False,True,False,False,True,False,False,False,False,False,4
TRUMP,. . . where they want to take out the cows too.,,,. . . where they want to take out the cows too.,False,False,False,True,False,False,False,False,True,False,False,12
BIDEN,Not true.,,,not true.,False,False,True,False,False,True,False,False,False,False,False,2
TRUMP,"You know, that’s not true either, right?",,,", that s not true either, right?",True,False,True,False,False,True,False,False,False,False,False,7
BIDEN,Not true.,,,not true.,False,False,True,False,False,True,False,False,False,False,False,2
TRUMP,"This is, this is a 100 trillion. . .",,,"this is, this is a 100 trillion. . .",False,False,False,False,False,False,False,False,False,False,False,9
BIDEN,Simply. . . Look-,,,simply. . . look-,False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,That’s more money than our country could make in a hundred years if it were. . .,,,that s more money than our country could make in a hundred years if it were. . .,False,False,False,False,False,False,False,False,False,False,True,18
BIDEN,That is simply not the case. . .,,,that is simply not the case. . .,False,False,True,False,False,True,False,False,False,False,False,8
TRUMP,It would destroy our country.,,,it would destroy our country.,False,False,False,False,False,False,False,False,False,False,False,5
WALLACE,"All right. Let me. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, some, the president is saying, I think, some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy.",,,"all right. let me. wait a minute, sir. i have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. so the question becomes, some, the president is saying, i think, some people who support the president would say, that sounds it s going to cost a lot of money and hurt the economy.",False,False,False,False,False,False,False,False,False,False,False,70
BIDEN,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs.",,,"what it s going to do, it s going to create thousands and millions of jobs. good paying jobs.",False,False,False,False,False,False,False,False,False,False,False,19
TRUMP,Hundred trillion dollars.,,,hundred trillion dollars.,False,False,False,False,False,False,False,False,False,False,False,3
WALLACE,"Let him finish, sir.",,,"let him finish, sir.",False,False,False,True,False,False,False,False,False,False,False,4
BIDEN,He doesn’t know how to do that.,,,he doesn t know how to do that.,False,False,False,True,False,False,False,False,False,False,False,8
TRUMP,100 trillion dollars.,,,100 trillion dollars.,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,"The fact is, it’s going to create millions of good-paying jobs. And these tax incentives to people, for people to weatherize, which he wants to get, get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, with, deal with. . . By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may go away.",,,"the fact is, it s going to create millions of good-paying jobs. and these tax incentives to people, for people to weatherize, which he wants to get, get rid of. it s going to make the economy much safer. look how much we re paying now to deal with the hurricanes, with, deal with. . . by the way, he has an answer for hurricanes. he said, maybe we should drop a nuclear weapon on them, and they may go away.",False,False,False,True,False,False,False,False,True,False,False,81
TRUMP,I never said that at all.,,,i never said that at all.,False,False,True,False,False,True,False,False,False,False,False,6
BIDEN,"Yeah, you did say that.",,,"yeah, you did say that.",False,False,False,True,False,False,False,False,False,False,False,5
TRUMP,They made it up.,,,they made it up.,False,False,False,True,False,False,False,False,True,False,False,4
BIDEN,And here’s the deal. . .,,,and here s the deal. . .,False,False,False,False,False,False,False,False,False,False,False,7
TRUMP,You make up a lot.,,,you make up a lot.,False,False,False,True,False,False,False,False,False,False,False,5
BIDEN,". . . we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. We in fact, but the rest of the world, we’ve got to get them to come along. That’s why we have to get back into, back into the Paris Accord.",,,". . . we re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. we spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. we re in real trouble. look what s happened just in the midwest with these storms that come through and wipe out entire sections and counties in iowa. they didn t happen before. they re because of global warming. we make up 15% of the world s problem. we in fact, but the rest of the world, we ve got to get them to come along. that s why we have to get back into, back into the paris accord.",False,False,False,True,False,False,False,False,True,False,False,127
WALLACE,"All right, gentlemen. . .",,,"all right, gentlemen. . .",False,False,False,False,False,False,False,False,False,False,False,5
TRUMP,"Wait a minute, Chris. So why didn’t he do it for 47 years? You were Vice-President?",,,"wait a minute, chris. so why didn t he do it for 47 years? you were vice-president?",True,False,False,True,False,False,False,False,False,False,False,17
BIDEN,For 47?,,,for 47?,True,False,False,False,False,False,False,False,False,False,False,2
TRUMP,"So why didn’t you get the world—China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars. . .",,,"so why didn t you get the world china sends up real dirt into the air. russia does. india does. they all do. we re supposed to be good. and by the way, he made a couple of statements. the green new deal is a hundred trillion dollars. . .",False,False,False,True,False,False,False,False,True,False,False,50
BIDEN,That is not my plan.,,,that is not my plan.,False,False,True,False,False,True,False,False,False,False,False,5
TRUMP,. . .not 20 billion. . . .,,,. . .not 20 billion. . . .,False,False,False,False,False,False,False,False,False,False,False,8
BIDEN,The Green New Deal is not my plan. . .,,,the green new deal is not my plan. . .,False,False,True,False,False,True,False,False,False,False,False,10
TRUMP,. . . You want to rebuild every building.,,,. . . you want to rebuild every building.,False,False,False,True,False,False,False,False,False,False,False,9
BIDEN,. . . If you knew anything about. . .,,,. . . if you knew anything about. . .,False,False,False,True,False,False,False,False,False,False,True,10
TRUMP,"Well, you want to rebuild everything",,,"well, you want to rebuild everything",False,False,False,True,False,False,False,False,False,False,False,6
BIDEN,If he knew anything about. . .,,,if he knew anything about. . .,False,False,False,True,False,False,False,False,False,False,True,7
WALLACE,Gentlemen. . . Gentlemen. . .,,,gentlemen. . . gentlemen. . .,False,False,False,False,False,False,False,False,False,False,False,6
TRUMP,"He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it.",,,"he made a statement about the military. he said i said something about the military. he and his friends made it up, and then they went with it. i never said it.",False,False,True,True,False,True,False,False,True,False,False,32
WALLACE,Okay.,,,okay.,False,False,False,False,False,False,False,False,False,False,False,1
BIDEN,That is not true.,,,that is not true.,False,False,True,False,False,True,False,False,False,False,False,4
TRUMP,What he did is he said. . .,,,what he did is he said. . .,False,False,False,True,False,False,False,False,False,False,False,8
WALLACE,"Okay, we’re going to get into a new segment. Mr. Vice President, Mr. Vice President. . .",,,"okay, we re going to get into a new segment. mr. vice president, mr. vice president. . .",False,False,False,False,False,False,False,False,True,False,False,18
TRUMP,. . .is he called the military stupid bastards.,,,. . .is he called the military stupid bastards.,False,False,False,True,False,False,False,True,False,False,False,9
BIDEN,I did not say that.,,,i did not say that.,False,False,True,False,False,True,False,False,False,False,False,5
TRUMP,He said it on tape. . . [crosstalk],,,he said it on tape. . . [crosstalk],False,False,False,True,False,False,False,False,False,False,False,8
BIDEN,Not true.,,,not true.,False,False,True,False,False,True,False,False,False,False,False,2
TRUMP,. . .He said “stupid bastards.”,,,. . .he said stupid bastards.,False,False,False,False,False,False,False,True,False,False,False,6
WALLACE,Sir. [crosstalk] Stop.,,,sir. [crosstalk] stop.,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,Play it.,,,play it.,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,I would never say that.,,,i would never say that.,False,False,True,False,False,True,False,False,False,False,False,5
BIDEN,Play it.,,,play it.,False,False,False,False,False,False,False,False,False,False,False,2
WALLACE,Go ahead.,,,go ahead.,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,You’re on tape.,,,you re on tape.,False,False,False,True,False,False,False,False,False,False,False,4
WALLACE,Mr. Vice President answered his final question.,,,mr. vice president answered his final question.,False,False,False,False,False,False,False,False,False,False,False,7
BIDEN,"The final question is, I can’t remember which of all his rantings was the final question.",,,"the final question is, i can t remember which of all his rantings was the final question.",False,False,False,False,False,False,False,False,False,False,False,17
WALLACE,"[laughing] I’m having a little trouble myself, but…",,,"[laughing] i m having a little trouble myself, but",False,False,False,False,False,False,False,False,False,False,False,9
BIDEN,Yeah.,,,yeah.,False,False,False,False,False,False,False,False,False,False,False,1
WALLACE,And about the economy and about this question of what it’s going to cost.,,,and about the economy and about this question of what it s going to cost.,False,False,False,False,False,False,False,False,False,False,False,15
BIDEN,The economy. . .,,,the economy. . .,False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,The Green New Deal and the idea of what your environmental changes will do.,,,the green new deal and the idea of what your environmental changes will do.,False,False,False,False,False,False,False,False,False,False,False,14
BIDEN,"The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants, we’re gonna build. . .",,,"the green new deal will pay for itself as we move forward. we re not going to build plants that, in fact, are great polluting plants, we re gonna build. . .",False,False,True,False,False,True,False,False,True,False,False,32
WALLACE,"So, do you support the Green New Deal?",,,"so, do you support the green new deal?",True,False,False,True,False,False,False,False,False,False,False,8
BIDEN,Pardon me?,,,pardon me?,True,False,False,False,False,False,False,False,False,False,False,2
WALLACE,Do you support the . . .,,,do you support the . . .,False,False,False,True,False,False,False,False,False,False,False,7
BIDEN,"No, I don’t support the Green New Deal.",,,"no, i don t support the green new deal.",False,False,False,False,False,False,False,False,False,False,False,9
TRUMP,"Oh, you don’t? Oh, well, that’s a big statement.",,,", you don t? , well, that s a big statement.",False,False,False,True,False,False,False,False,False,False,False,11
BIDEN,I support . . .,,,i support . . .,False,False,False,False,False,False,False,False,False,False,False,5
TRUMP,You just lost the radical left. It’s done. Oh you don’t?,,,you just lost the radical left. it s done. you don t?,True,False,False,True,False,False,False,False,False,False,False,12
BIDEN,I support the Biden plan that I put forward.,,,i support the biden plan that i put forward.,False,False,False,False,False,False,False,False,False,False,False,9
WALLACE,Okay.,,,okay.,False,False,False,False,False,False,False,False,False,False,False,1
BIDEN,"The Biden plan, which is different than what he calls “The Radical Green New Deal.”",,,"the biden plan, which is different than what he calls the radical green new deal.",False,False,False,True,False,False,False,False,False,False,False,15
WALLACE,"All right, gentlemen, final segment: Election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some ballots–mail-in ballots–after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first.",,,"all right, gentlemen, final segment: election integrity. as we meet tonight, millions of americans are receiving mail-in ballots or going to vote early. how confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? because it will not only be to election day, but also counting some ballots mail-in ballots after election day. what are you prepared to do to reassure the american people that the next president will be the legitimate winner of this election. in this final segment, mr. vice president, you go first.",False,False,True,True,False,True,False,False,True,False,False,100
BIDEN,"Prepare to let people vote. They should go to iwillvote.com. Decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida. Number one.",,,"prepare to let people vote. they should go to iwillvote.com. decide how they re going to vote, when they re going to vote, and what means by which they re going to vote. his own homeland security director, and as well as the fbi director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. they said that. the fact is that there are going to be millions of people because of covid that are going to be voting by mail-in ballots he does, by the way. he sits behind the resolute desk and sends his ballot to florida. number one.",False,False,True,True,False,True,False,False,True,False,False,110
WALLACE,"Mr. President, two minutes.",,,"mr. president, two minutes.",False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,"So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught ’em. We’ve caught ’em all. We’ve got it all on tape. We’ve caught ’em all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office.",,,"so when i listen to joe talking about a transition, there has been no transition from when i won. i won that election. and if you look at crooked hillary clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. they came after me spying on my campaign. they started from the day i won, and even before i won. from the day i came down the escalator with our first lady, they were a disaster. they were a disgrace to our country, and we ve caught em. we ve caught em all. we ve got it all on tape. we ve caught em all. and by the way, you gave the idea for the logan act against general flynn. you better take a look at that, because we caught you in a sense, and president obama was sitting in the office.",False,False,True,True,False,True,False,False,True,False,True,156
WALLACE,Okay,,,okay,False,False,False,False,False,False,False,False,False,False,False,1
TRUMP,We have major states with that. . .,,,we have major states with that. . .,False,False,False,False,False,False,False,False,True,False,False,8
WALLACE,Sir. Time. . .,,,sir. time. . .,False,False,False,False,False,False,False,False,False,False,False,4
TRUMP,… all run by Democrats-,,,all run by democrats-,False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,"Sir, two minutes is two minutes.",,,"sir, two minutes is two minutes.",False,False,False,False,False,False,False,False,False,False,False,6
TRUMP,All run by Democrats.,,,all run by democrats.,False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,"President Trump. . . I, I,. . .",,,"president trump. . . i, i,. . .",False,False,False,False,False,False,False,False,False,False,False,8
TRUMP,It’s a rigged election.,,,it s a rigged election.,False,False,False,False,False,False,False,False,False,False,False,5
WALLACE,"You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged, that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was a quarter, more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?",,,"you re going to be able to continue. you have been charging for months that mail-in balloting is going to be a disaster. you say it s rigged, that it s going to lead to fraud. but in 2018, in the last midterm election, 31 million people voted mail-in voting. that was a quarter, more than a quarter of all the voters that year, cast their ballots by mail. now that millions of mail-in ballots have gone out, what are you going to do about it? and are you counting on the supreme court, including a justice barrett, to settle any dispute?",True,False,False,True,False,False,False,False,False,False,False,102
TRUMP,"Yeah. I think I’m counting on them to look at the ballots, definitely. I don’t think—I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I just heard, I read today where at least 1% of the ballots for 2016 were invalidated. They take ’em. We don’t like ’em. We don’t like ’em. They throw ’em out. . .",,,"yeah. i think i m counting on them to look at the ballots, definitely. i don t think i hope we don t need them, in terms of the election itself. but for the ballots, i think so, because what s happening is incredible. i just heard, i read today where at least 1% of the ballots for 2016 were invalidated. they take em. we don t em. we don t em. they throw em out. . .",False,False,False,True,False,False,False,False,True,False,False,78
WALLACE,But what are you going to do about it-,,,but what are you going to do about it-,False,False,False,True,False,False,False,False,False,False,False,9
TRUMP,… left and right.,,,left and right.,False,False,False,False,False,False,False,False,False,False,False,3
WALLACE,There are millions of ballots going out right now. What are you going to do. . .,,,there are millions of ballots going out right now. what are you going to do. . .,False,False,False,True,True,False,False,False,False,False,False,17
TRUMP,"What you do is you go and vote. You do a solicited ballot, and that’s okay. . .",,,"what you do is you go and vote. you do a solicited ballot, and that s okay. . .",False,False,False,True,False,False,False,False,False,False,False,19
WALLACE,No. No. I know your complaint. I’m asking you about the fact that millions of people have received. . .,,,no. no. i know your complaint. i m asking you about the fact that millions of people have received. . .,False,False,False,True,False,False,False,False,False,False,False,21
TRUMP,You go and vote. You go and vote. . .,,,you go and vote. you go and vote. . .,False,False,False,True,False,False,False,False,False,False,False,10
WALLACE,No. But what I’m saying is . . .,,,no. but what i m saying is . . .,False,False,False,False,False,False,False,False,False,False,False,10
TRUMP,. . . like they used to in the old. . .,,,. . . they used to in the old. . .,False,False,False,True,False,False,False,False,True,False,False,11
WALLACE,. . . what are you going to do about the fact that millions of people. . .,,,. . . what are you going to do about the fact that millions of people. . .,False,False,False,True,False,False,False,False,False,False,False,18
TRUMP,"You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending. They have mailmen with lots of it. Did you see what’s going on? Take a look at West Virginia, mailman selling the ballots. They’re being sold. They’re being dumped in rivers. This is a horrible thing for our country.",,,"you either do, chris, a solicited ballot, where you re sending it in, they re sending it back and you re sending. they have mailmen with lots of it. did you see what s going on? take a look at west virginia, mailman selling the ballots. they re being sold. they re being dumped in rivers. this is a horrible thing for our country.",False,False,False,True,False,False,False,False,True,False,False,64
BIDEN,There is no–there is no evidence of that. . .,,,there is no there is no evidence of that. . .,False,False,True,False,False,True,False,False,False,False,False,11
TRUMP,This is not going to end well.,,,this is not going to end well.,False,False,True,False,False,True,False,False,False,False,False,7
BIDEN,There is no evidence of that. . .,,,there is no evidence of that. . .,False,False,True,False,False,True,False,False,False,False,False,8
TRUMP,This is not going to end well.,,,this is not going to end well.,False,False,True,False,False,True,False,False,False,False,False,7
WALLACE,"Okay. Vice President Biden, in fact, go ahead, sir-",,,"okay. vice president biden, in fact, go ahead, sir-",False,False,False,False,False,False,False,False,False,False,False,9
BIDEN,"Five states have had mail-in ballots for the last decade or more. Five, including two Republican states. And you don’t have to solicit the ballot. It’s sent to you. It’s sent to your home. What we’re saying is, they’re saying is that it has to be a postmark by the time, by election day. If it doesn’t get in until the seventh, eighth, ninth, it still should be counted. He’s just afraid of counting the votes because. . . .",,,"five states have had mail-in ballots for the last decade or more. five, including two republican states. and you don t have to solicit the ballot. it s sent to you. it s sent to your home. what we re saying is, they re saying is that it has to be a postmark by the time, by election day. if it doesn t get in until the seventh, eighth, ninth, it still should be counted. he s just afraid of counting the votes because. . . .",False,False,False,True,False,False,False,False,True,False,True,87
TRUMP,You’re wrong. You’re wrong. I love counting the votes. . .,,,you re wrong. you re wrong. i love counting the votes. . .,False,False,False,True,False,False,False,False,False,False,False,13
BIDEN,. . . he knows what the outcome will be.,,,. . . he knows what the outcome will be.,False,False,False,True,False,False,False,False,False,False,False,10
WALLACE,"I want to continue with you on this, Vice President Biden. . .",,,"i want to continue with you on this, vice president biden. . .",False,False,False,True,False,False,False,False,False,False,False,13
TRUMP,"Chris, he’s so wrong when he makes a statement like that-",,,"chris, he s so wrong when he makes a statement that-",False,False,False,True,False,True,False,False,False,False,False,11
WALLACE,"No. Excuse me. Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity,. . .",,,"no. excuse me. vice president biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. it has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity,. . .",False,False,True,True,False,True,False,False,True,False,False,53
TRUMP,That could be fraud.,,,that could be fraud.,False,False,False,False,False,False,False,False,False,False,False,4
WALLACE,". . .or they missed the deadline. So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?",,,". . .or they missed the deadline. so the question i have is, are you concerned that the supreme court with a justice barrett will settle any dispute?",True,False,False,True,False,False,False,False,True,False,False,28
BIDEN,"I am concerned that any court would settle this, because here’s the deal. When you file—when you get a ballot and you fill it out, you’re supposed to have an affidavit. If you didn’t know, you have someone say that, this is me. You should be able to, if in fact you can verify that’s you when, before the ballot is thrown out, that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct i. Who they voted for, testify, say who they voted for, say it’s you. That is totally legitimate.",,,"i am concerned that any court would settle this, because here s the deal. when you file when you get a ballot and you fill it out, you re supposed to have an affidavit. if you didn t know, you have someone say that, this is me. you should be able to, if in fact you can verify that s you when, before the ballot is thrown out, that s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct i. who they voted for, testify, say who they voted for, say it s you. that is totally legitimate.",False,False,True,True,False,True,False,False,True,True,True,107
WALLACE,All right.,,,all right.,False,False,False,False,False,False,False,False,False,False,False,2
